Category,Product Name,Sentiment,Emotion,Customer Review,topic,theme,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating
Toys and Hobbies,Kartu Remi Plastik Anti Air Waterproof - Black - Biru,Positive,Happy,paket sdh diterima dgn baik sesuai pesanan... respon dan proses nya cepat... packing nya juga rapi dan safety... thanks gan ??,10,Safe & neat packaging,Jakarta Pusat,14900,4.9,2521,719,5
Toys and Hobbies,Kartu Remi Plastik Anti Air Waterproof - Black - Biru,Positive,Happy,Barangnya original ??. Packaging aman ??.,4,Safe & neat packaging,Jakarta Pusat,14900,4.9,2521,719,5
Toys and Hobbies,Kartu Remi Plastik Anti Air Waterproof - Black - Biru,Positive,Happy,bagus bangettt dapet promo jadi cuman bayar Rp 200 mantap,2,Good / works / authentic product,Jakarta Pusat,14900,4.9,2521,719,5
Toys and Hobbies,Kartu Remi Plastik Anti Air Waterproof - Black - Biru,Positive,Happy,"barang bagus, gak mudah robek, bahan plastik.....",8,Safe & neat packaging,Jakarta Pusat,14900,4.9,2521,719,5
Toys and Hobbies,Kartu remi tahan air ukuran 6.3 x 8.8 cm,Positive,Happy,keren sdh tiba kartu Remi Nya Packaging aman ??.,4,Safe & neat packaging,Kota Tangerang,47000,4.9,1192,718,5
Toys and Hobbies,Kartu remi tahan air ukuran 6.3 x 8.8 cm,Positive,Happy,Packaging aman ??. Barang berfungsi dengan baik.,4,Safe & neat packaging,Kota Tangerang,47000,4.9,1192,718,5
Toys and Hobbies,Kartu remi tahan air ukuran 6.3 x 8.8 cm,Positive,Happy,Barang berfungsi dengan baik. Packaging aman ??.,4,Safe & neat packaging,Kota Tangerang,47000,4.9,1192,718,5
Toys and Hobbies,POP IT MURAH RAINBOW UNICORN fidget push Pop Its Fidget Toy Push POPIT - UNICORN RAINBOW,Positive,Happy,kualitas barang bagus harga murah,6,Affordable / good value,Jakarta Barat,6000,4.8,11200,1647,5
Toys and Hobbies,Kartu remi tahan air ukuran 6.3 x 8.8 cm,Positive,Happy,pengiriman cepat dan packing aman...dapat harga flashsale....,10,Safe & neat packaging,Kota Tangerang,47000,4.9,1192,718,5
Toys and Hobbies,GOLD FOIL KARTU REMI POKER ANTI AIR WATERPROOF KOLEKTOR CARD,Positive,Happy,"saya beli 3,,allhamdulillah barang sampai tujuan dan sangat memuaskan",10,Safe & neat packaging,Jakarta Utara,23400,4.9,1529,494,5
Toys and Hobbies,GOLD FOIL KARTU REMI POKER ANTI AIR WATERPROOF KOLEKTOR CARD,Positive,Happy,sangat amazing cool A F barang cepat sampee luar biasa,2,Good / works / authentic product,Jakarta Utara,23400,4.9,1529,494,5
Toys and Hobbies,GOLD FOIL KARTU REMI POKER ANTI AIR WATERPROOF KOLEKTOR CARD,Positive,Happy,Pelayanan terbaik dan barang original,1,Fast delivery,Jakarta Utara,23400,4.9,1529,494,5
Toys and Hobbies,GOLD FOIL KARTU REMI POKER ANTI AIR WATERPROOF KOLEKTOR CARD,Positive,Happy,Mantap nih kartu murah bagus kualitas nya... Gak nyesel,6,Affordable / good value,Jakarta Utara,23400,4.9,1529,494,5
Toys and Hobbies,Kartu Remi Import Monarch Theory11 (Playing Cards),Positive,Happy,"bener-bener sesuai ekspektasi sih, auto belajar Triumph ??",2,Good / works / authentic product,Jakarta Barat,179000,5.0,918,351,5
Toys and Hobbies,Kartu Remi Import Monarch Theory11 (Playing Cards),Positive,Happy,"packing rapi, pengiriman cepat. seller responsif. produk bagus dan ori. recommended lah pokoknya",3,"Responsive, friendly seller",Jakarta Barat,179000,5.0,918,351,5
Toys and Hobbies,Kartu Remi Import Monarch Theory11 (Playing Cards),Positive,Happy,"mantap, barang bagus, pack juga aman banget. Bener2 recommended seller deh buat nyari playing card yg keren2 begini.",6,Affordable / good value,Jakarta Barat,179000,5.0,918,351,5
Toys and Hobbies,Coreful Figure Sakurajima Mai - Bunny Ver. (20cm),Positive,Love,"Paket mulus sampai di tujuan, toko juga sudah terpercaya. Mantab??",3,"Responsive, friendly seller",Kota Bekasi,450000,5.0,27,16,5
Toys and Hobbies,"MAINAN EDUKATIF ANAK MERONCE MANIK KELERENG MUTIARA, 750PCS PROMO! - CRYSTAL",Positive,Love,"suka....anak jd seneng meronce.sesuai pesenanya,barangnya jg bagus. mksh",5,Thanks & general praise,Jakarta Barat,65000,4.9,635,603,5
Toys and Hobbies,"MAINAN EDUKATIF ANAK MERONCE MANIK KELERENG MUTIARA, 750PCS PROMO! - CRYSTAL",Positive,Love,"begitu sampe langsung dibuat kreasi, anak2 seneng bgt. pengiriman jg cepat, makasih seller",1,Fast delivery,Jakarta Barat,65000,4.9,635,603,5
Toys and Hobbies,Coreful Figure Sakurajima Mai - Bunny Ver. (20cm),Positive,Love,respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!,9,"Responsive, friendly seller",Kota Bekasi,450000,5.0,27,16,5
Toys and Hobbies,Mandi Bola Anak Anak 200 pcs SNI Best Seller Termurah,Positive,Love,anak saya suka ??. Aman untuk si kecil!.,10,Safe & neat packaging,Kab. Batang,59800,4.9,2602,1493,5
Toys and Hobbies,Mandi Bola Anak Anak 200 pcs SNI Best Seller Termurah,Positive,Love,mantep bgt pokoknya bagus bola nya warna warni dan gak ada yang penyok.. bagus deh anak saya suka ??,2,Good / works / authentic product,Kab. Batang,59800,4.9,2602,1493,5
Toys and Hobbies,Mandi Bola Anak Anak 200 pcs SNI Best Seller Termurah,Positive,Love,Bagus�sesuatu ekspektasi ???? recommended seller,3,"Responsive, friendly seller",Kab. Batang,59800,4.9,2602,1493,5
Toys and Hobbies,"DOMINO BATU WARNA SPEEDS + BOX KAYU COKLAT TEBAL 1,5 cm LX 047-04",Positive,Love,mantaaappp bagus kereeennn??????????,2,Good / works / authentic product,Kota Surabaya,299500,4.7,791,281,5
Toys and Hobbies,The Werewolf Game / Mafia Game (TWG) - White Edition,Positive,Love,"Barang mantap anak saya suka,dah gitu pengiriman cepat banget hari ini pesan besok dah sampe",1,Fast delivery,Jakarta Barat,75000,4.9,2681,1318,5
Toys and Hobbies,Nezuko Kimetsu No Yaiba Nude Version Action Figure,Positive,Love,"Pelayanan bagus, mantap, rekomen banget beli disini. Terima kasih.",13,Thanks & general praise,Jakarta Barat,90000,4.9,52,43,5
Toys and Hobbies,Jumping Pirates Roulette Family Game,Positive,Love,bagus banget mainan nya anak2 aku suka,2,Good / works / authentic product,Kota Tangerang,35000,4.8,5415,2330,5
Toys and Hobbies,Jumping Pirates Roulette Family Game,Positive,Love,"bagus bengedd, sesuai ekspektasi jugaaa",2,Good / works / authentic product,Kota Tangerang,35000,4.8,5415,2330,5
Toys and Hobbies,Kartu Remi Plastik Anti Air Waterproof - Black - Biru,Positive,Love,barang sesuai deskripsi pengiriman cepat??????????????????????????????????????????????????????????????????????????????????????????,1,Fast delivery,Jakarta Pusat,14900,4.9,2521,719,5
Toys and Hobbies,Nezuko Kimetsu No Yaiba Nude Version Action Figure,Positive,Love,Cantik Banget,2,Good / works / authentic product,Jakarta Barat,90000,4.9,52,43,5
Toys and Hobbies,Mainan Anak Pedang Starwars Light Saber Double Blade Star Wars Cosplay,Positive,Love,"sampe cepet ..makasihh yahh,,anak aku seneng bangettt..",5,Thanks & general praise,Jakarta Barat,87500,4.9,1046,518,5
Toys and Hobbies,POP IT MURAH RAINBOW UNICORN fidget push Pop Its Fidget Toy Push POPIT - UNICORN RAINBOW,Positive,Love,mantaaaaap sesuai dengan �g di gambar nya jujur dan amanah seler nya .ngak nyesel belanja di toko ini .pokok nya mantaaaaap deh,3,"Responsive, friendly seller",Jakarta Barat,6000,4.8,11200,1647,5
Toys and Hobbies,Kartu remi tahan air ukuran 6.3 x 8.8 cm,Positive,Love,"Pesanan cepat diproses, packing rapi, sesuai pesanan. juragan mantab. ?????? selalu Repeat order kesini.",12,Repeat order / as ordered,Kota Tangerang,47000,4.9,1192,718,5
Toys and Hobbies,Boba Slime 200gr by kadokado.idn - Strawberry,Positive,Love,Aku suka banget... next pengen nyobain semua rasanya nyaman ketika digunakan.,15,Good / works / authentic product,Kota Malang,10000,4.9,1377,359,5
Toys and Hobbies,Boba Slime 200gr by kadokado.idn - Strawberry,Positive,Love,"Suka banget ama slamenya, bonusnya byk. Pengiriman cepat, semoga makin sukses seller",1,Fast delivery,Kota Malang,10000,4.9,1377,359,5
Toys and Hobbies,Boba Slime 200gr by kadokado.idn - Strawberry,Positive,Love,Suka banget wangi bgt teksturnya juga bagus bangeetPacking rapi ??,2,Good / works / authentic product,Kota Malang,10000,4.9,1377,359,5
Toys and Hobbies,ACTION FIGURE ONE PIECE RORONOA ZORO WANO KIMONO DFX THE GRANDLINE MEN,Positive,Love,bagus banget..top,2,Good / works / authentic product,Jakarta Barat,78900,4.8,282,176,5
Toys and Hobbies,Nezuko Kimetsu No Yaiba Nude Version Action Figure,Positive,Love,"Mantap, gk pernah kecewa belanja disini. Figure sesuai foto. Kawaii banget Nezuko-chan Wangy wangyyy. Hehe becanda om ??",1,Fast delivery,Jakarta Barat,90000,4.9,52,43,5
Toys and Hobbies,Nezuko Kimetsu No Yaiba Nude Version Action Figure,Positive,Love,"mantap gan , barang sudah sampai dengan aman , makasih gan ??",5,Thanks & general praise,Jakarta Barat,90000,4.9,52,43,5
Toys and Hobbies,Permainan Stako Kayu 54 Balok dengan 4 Dadu,Positive,Love,bagus banget barang nya:),2,Good / works / authentic product,Kota Tangerang,35000,4.6,1353,680,5
Toys and Hobbies,PVC Figure Tanjiro Kamado - Vibration Stars (15cm),Positive,Love,bagus bgt sumpah...harga juga murah bgt,6,Affordable / good value,Kota Bekasi,320000,5.0,38,28,5
Toys and Hobbies,PVC Figure Tanjiro Kamado - Vibration Stars (15cm),Positive,Love,MANTEB BANGETTT??? lov it!,2,Good / works / authentic product,Kota Bekasi,320000,5.0,38,28,5
Toys and Hobbies,Happy Truck Frictions PEMADAM - Mainan Mobilan Anak - Mobil Mobilan,Positive,Love,"mobilnya bagus bgt , pengiriman super cepat harga terjangkau ??????",1,Fast delivery,Kab. Tangerang,50000,4.8,865,353,5
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Positive,Love,"mantap banget, recomend. barang yg diterima sesuai gambar!.",10,Safe & neat packaging,Jakarta Utara,20000,4.6,1964,340,5
Toys and Hobbies,Rak Rack Hotwheels 1:64 Isi 50 Lanscape Model Pintu Sleeding - Navy,Positive,Love,okeeee..... siiipps..... kereeennn abis utk tempatbhotwhealsnya gan,2,Good / works / authentic product,Jakarta Barat,295000,4.9,1416,759,5
Toys and Hobbies,Rak Rack Hotwheels 1:64 Isi 50 Lanscape Model Pintu Sleeding - Navy,Positive,Love,Keren Banget Sempurna,2,Good / works / authentic product,Jakarta Barat,295000,4.9,1416,759,5
Toys and Hobbies,Rak Rack Hotwheels 1:64 Isi 50 Lanscape Model Pintu Sleeding - Navy,Positive,Love,secara overall ok banget,2,Good / works / authentic product,Jakarta Barat,295000,4.9,1416,759,5
Toys and Hobbies,Laba Laba Mainan Dekorasi Halloween Spider Toys Murah Grosir Prank Toy - besar isi 1,Positive,Love,Mainannya bagus banget ??????,2,Good / works / authentic product,Jakarta Barat,25000,4.7,242,49,5
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Positive,Love,keren banget.....anak saya suka banget...,2,Good / works / authentic product,Jakarta Barat,110000,4.8,1033,707,5
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Positive,Love,Sukaa sekaliiii.. sellernya juga responded banget.. terima kasih ya.. sukses untuk seller,13,Thanks & general praise,Jakarta Barat,110000,4.8,1033,707,5
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Positive,Love,"barangnya kerennnn banget. sayangnya bungkusnya hanya plastik biasa. shg terkesan kurang premium. overall, kuereennnn. terimakasih",8,Safe & neat packaging,Jakarta Barat,110000,4.8,1033,707,5
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Positive,Love,bagus banget,2,Good / works / authentic product,Jakarta Barat,110000,4.8,1033,707,5
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Positive,Love,"Kualitas oke sesuai harga, tapi keren parah ??????",6,Affordable / good value,Jakarta Barat,110000,4.8,1033,707,5
Toys and Hobbies,PVC Figure Tanjiro Kamado - Vibration Stars (15cm),Positive,Love,"mantap, sesuai deskripsi dan gambar",2,Good / works / authentic product,Kota Bekasi,320000,5.0,38,28,5
Toys and Hobbies,"PVC Figure Mizuhara Chizuru - Kanojo, Okarishimasu (18cm)",Positive,Love,"First time beli, gak pake ragu,... pokoknya worth it banget,",15,Good / works / authentic product,Kota Bekasi,400000,5.0,29,25,5
Toys and Hobbies,Limited Premium Figure Alice Schuberg (22cm),Positive,Love,the best banget dan pengiriman juga cepat,1,Fast delivery,Kota Bekasi,450000,4.9,39,29,5
Food and Drink,FUKUMI BERAS PORANG BOX SACHET,Positive,Happy,mantap. saya sudah beberapa kali order ulang,12,Repeat order / as ordered,Kota Surabaya,63000,5.0,4459,1006,5
Food and Drink,FUKUMI BERAS PORANG BOX SACHET,Positive,Happy,"Terimakasih,barang sdh diterima dan sudah dicoba rasanya enak.",5,Thanks & general praise,Kota Surabaya,63000,5.0,4459,1006,5
Food and Drink,FUKUMI BERAS PORANG BOX SACHET,Positive,Happy,Rasanya enak dan mengenyangkan Mirip bgt sama nasi putih biasa,8,Safe & neat packaging,Kota Surabaya,63000,5.0,4459,1006,5
Food and Drink,Silverqueen Cashew 62g,Positive,Happy,"Coklat nya sampai dgn selamat tdk leleh, packing aman, pengiriman cepat, harga murah. Thank you",1,Fast delivery,Jakarta Timur,16000,4.9,2574,805,5
Food and Drink,ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free,Positive,Happy,harga murah kualitas produk sangat baik,6,Affordable / good value,Kab. Tangerang,31500,4.9,4318,1981,5
Food and Drink,ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free,Positive,Happy,"respon penjual cepat, pengiriman cepat dankemasan rapih",3,"Responsive, friendly seller",Kab. Tangerang,31500,4.9,4318,1981,5
Food and Drink,ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free,Positive,Happy,"mantap barang ori, packing oke, harga promo muraj, sering sering aja promo ya",10,Safe & neat packaging,Kab. Tangerang,31500,4.9,4318,1981,5
Food and Drink,Dendeng Sapi l Dendeng Sapi Manis 200 gram,Positive,Happy,"packing rapi n aman.. produk sesuai pesanan.. seller responsif.. utk rasa dendeng ny blm dicoba ya, mdh�an saja enak.. Thanks..",3,"Responsive, friendly seller",Kota Bandung,20000,4.8,4578,1003,5
Food and Drink,Paket Hemat Minyak Goreng Rose 2L & Gula Kuning 1KG Rose Brand,Positive,Happy,puas mantap luar biasa cepat sampai rekomendasi belanja disini,1,Fast delivery,Jakarta Selatan,70000,5.0,1357,374,5
Food and Drink,Dendeng Sapi l Dendeng Sapi Manis 200 gram,Positive,Happy,rasanya OK ??,2,Good / works / authentic product,Kota Bandung,20000,4.8,4578,1003,5
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Positive,Happy,"empuk manis gede dagingnya, kecil bijinya. respon seller cepat, gratis ongkirnya juga cepat sampai. mantap deh. pasti bakal beli lagi disini.",3,"Responsive, friendly seller",Kota Depok,140000,5.0,2402,850,5
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Positive,Happy,"Kurmanya bagus, dagingnya empuk dan tebal. Mau coba pake buat bikin kue. Bakal langganan nih, semoga kualitas kurmanya bagus terus ya. Terima kasih seller!",13,Thanks & general praise,Kota Depok,140000,5.0,2402,850,5
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Positive,Happy,"kurma matang sempurna,mantap pokoknya. pas buat anak kecil atau pun orang tua sukses dan smoga berkah gan aamiinn",2,Good / works / authentic product,Kota Depok,140000,5.0,2402,850,5
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Positive,Happy,Barang bagus. Response cepat. Proses dan pengiriman cepa. Packing baik. Recommended seller.,3,"Responsive, friendly seller",Kota Depok,140000,5.0,2402,850,5
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Positive,Happy,"Kualitas kurmanya top. Dagingnya tebal dan lembut. Packing bagus, setelah tutup box dibuka kurma masih dibungkus plastik. Mau order lagi",8,Safe & neat packaging,Kota Depok,140000,5.0,2402,850,5
Food and Drink,Lumpia Basah Semarang *BESAR*,Positive,Happy,"sdh pembelian berulang2, lumpianya enak, packingnya bgs, penjual responsif dan pengiriman cpt.",3,"Responsive, friendly seller",Jakarta Selatan,14000,4.9,47100,3109,5
Food and Drink,Lumpia Basah Semarang *BESAR*,Positive,Happy,"produk selalu fresh dan lezat, packing rapih, pengiriman cepat, dan pelayanan toko sangat ramah ?? sukses terus ya. ??",3,"Responsive, friendly seller",Jakarta Selatan,14000,4.9,47100,3109,5
Food and Drink,Lumpia Basah Semarang *BESAR*,Positive,Happy,"enak, isiannya banyak, sausnya mantap",11,Thanks & general praise,Jakarta Selatan,14000,4.9,47100,3109,5
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",Positive,Happy,"Pembelian kedua. Seller, seperti biasa, responsif. Pengemasan barang sangat baik, dengan bubble wrap dan menggunakan kotak lagi. Kualitas kimchi segar dan enak. Overall, good job!",8,Safe & neat packaging,Jakarta Utara,56000,4.9,5375,2804,5
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",Positive,Happy,"kimchi my love, paling enak beli di kimchi id ini, the best pokoknya",6,Affordable / good value,Jakarta Utara,56000,4.9,5375,2804,5
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",Positive,Happy,rasa mantap dan dibiarka diluar 1 hari pas asemnya,2,Good / works / authentic product,Jakarta Utara,56000,4.9,5375,2804,5
Food and Drink,Pisang Cavendish Finger 1 kg,Positive,Happy,"respon cepat, barang aman, buahnya segar dan bagus, pengiriman cepat",3,"Responsive, friendly seller",Kota Tangerang Selatan,11000,5.0,3413,1021,5
Food and Drink,Pisang Cavendish Finger 1 kg,Positive,Happy,buahnya bagus... kurirnya ok sellernya juga ok,13,Thanks & general praise,Kota Tangerang Selatan,11000,5.0,3413,1021,5
Food and Drink,Pisang Cavendish Finger 1 kg,Positive,Happy,produk ok sesuai gambar,7,Good / works / authentic product,Kota Tangerang Selatan,11000,5.0,3413,1021,5
Food and Drink,10 Pcs Pisang Goreng Madu Bu Nanik (RESMI),Positive,Happy,Enak bgt & cepet sampe,1,Fast delivery,Jakarta Barat,70000,4.9,23700,10100,5
Food and Drink,10 Pcs Pisang Goreng Madu Bu Nanik (RESMI),Positive,Happy,"Respon seller ok banget, pisangnyaaa enakkk manis nagih",3,"Responsive, friendly seller",Jakarta Barat,70000,4.9,23700,10100,5
Food and Drink,10 Pcs Pisang Goreng Madu Bu Nanik (RESMI),Positive,Happy,"barang ok (harga, porsi) terjangkau, untuk rasa enak, pengiriman cepat..good job",1,Fast delivery,Jakarta Barat,70000,4.9,23700,10100,5
Food and Drink,Pastel Wawa since 2006,Positive,Happy,"Udh lama gak makan. Kali ini bnykan sounnya. Daging ayamnya lmyn gak kliatan. Sambel ttp enak. Pcking aman, respon cepat.",15,Good / works / authentic product,Jakarta Utara,13500,5.0,128600,4790,5
Food and Drink,Pastel Wawa since 2006,Positive,Happy,mantap pastelnya. ini pemesanan utk yg kesekian kalinya. selalu langganan n puas sm rasanya.. penjualnya jg ramah banget.. rekomend pokoknya,3,"Responsive, friendly seller",Jakarta Utara,13500,5.0,128600,4790,5
Food and Drink,Pastel Wawa since 2006,Positive,Happy,"Enakk banget, isinya banyak, saosnya mantap. Seller ramah. Thank you!",13,Thanks & general praise,Jakarta Utara,13500,5.0,128600,4790,5
Food and Drink,The OG - 10 pcs,Positive,Happy,INI COOKIES TERENAK DIMULUTKU??,-1,Other,Jakarta Selatan,71500,5.0,10000,3929,5
Food and Drink,The OG - 10 pcs,Positive,Happy,"Enakkkk banget, cryyyyy! Packaging oke. Tengkyu!",4,Safe & neat packaging,Jakarta Selatan,71500,5.0,10000,3929,5
